Category,Date,Location,Text
fraud,"August 29, 2023",Plateau,"Five people have been arrested by the Economic and Financial Crimes Commission (EFCC) for allegedly using forged letterheads of the Offices of the National Security Adviser and the Attorney General of the Federation and Minister of Justice to fraudulently obtain money from unsuspecting members of the public.The suspects were identified as Bashir Ladan, Yakubu Hamza Mohammed, Mohammed Bello, Adamu Ibrahim, and Steven Anom by the EFCC spokesperson, Wilson Uwujaren, in a statement he released on Monday.According to the statement, the suspects allegedly conspired and used the letterheads to produce fake employment and recommendation letters for a fee for unsuspecting members of the public.The suspects will be charged in court as soon as the investigation is concluded, the statement added.Meanwhile, a bridge that links some towns and villages in Shendam Local Government Area of Plateau State has collapsed following a heavy downpour on Sunday.READ ALSO: Ogun Governor, Abiodun Accused Of Diverting LGs’ Allocations, N10.8bn BailoutReports indicated that the bridge collapsed on Sunday around 1pm while motorists were on it.A resident of Shendam, Aliyu Baga, who confirmed the development said the collapse of the bridge had inflicted more hardship on the people of the area although no life was lost.He stated that the bridge was constructed around 1970 and lamented that it was not adequately maintained by the government.“The people of the LGA have to look for alternate roads to go into the town and other local government councils. The incident has indeed added another hardship. The bridge is linking many places, including hospitals, and markets among others.“It is the only bridge that eases the movement of farm inputs and all other important economic and social activities in the LG. We appeal to relevant authorities to come to the rescue of the people of the council,” he said."
fraud,"August 28, 2023",Kano,"No fewer than 820 cartons of suspected fake and expired drugs were intercepted by men of the Kano Police Command.According to a statement by command’s Public Relations Officer, SP Abdullahi Haruna, the expired drugs were intercepted at Mallam Kato Market in Fagge Local Government Area of the state.SP Haruna explained that the drugs include 514 cartons of eemistxmin/emstifer syrup, 219 cartons of 5mg Lisinopril tablets, 7 cartons of 5mg amlodipine tablets, 87 cartons of 50mg atenol and 40 cartons, 3 cartons of Frusemide injection.The police spokesperson disclosed that the drugs were recovered from two warehouses at the market.The statement also added that the drugs were handed over to the National Agency for Food and Drug Administration and Control by a team of detectives deployed to the scene by the state Commissioner of Police, Usaini Gumel.The statement further advised residents of the state to always report suspicious movements and persons of unquestionable character to the police.In another news, fourteen persons were injured in a multiple accident that occurred at Magboro junction along the Lagos-Ibadan Expressway on Sunday.READ ALSO: Robbery Suspect Operating With Toy Gun Beaten To DeathIt was gathered that three vehicles were involved in the crash that occurred around 8.30am after a Mazda bus reportedly rammed into a yellow commercial bus from behind at the junction, causing the other vehicles to lose control, leading to the crash.Residents who spoke on the issue said the yellow bus was badly damaged after it was hit by the Mazda bus.A driver, Salami Idris, who conveys passengers from Magboro to the Mowe area of the expressway, said he narrowly escaped, saying he and his passengers would have also been victims.“The driver of the Mazda bus filled with passengers was speeding. It hit the yellow bus from behind, and the bus fell towards the sloppy part of the junction where commercial motorcyclists were usually stationed. It was God that saved us. The driver’s hand was badly injured and the bones on his hand were seen,” Idris said.A motorcyclist who gave his name as Ahmed said he saw officials of the Federal Road Safety Corps taking the injured victims away, expressing fear that some people might have died in the crash.But the spokesperson for the Ogun State Sector of the FRSC, Florence Okpe, when contacted, said nobody died and 21 passengers were involved while 14 of them were injured.Okpe said, “No life was lost. It was a multiple crash and three vehicles were involved. The people involved were 21 in number, and 14 people got injured – eight males and six females. It was due to speeding and wrongful overtaking and one of the vehicles lost control.”"
fraud,"August 27, 2023",Abuja,"It is reported that the minister has currently been serving for the past eight months in the Federal Capital Territory (FCT).The National Youth Service Corps (NYSC) has accused Minister of Arts and Culture, Hannatu Musawa, currently serving, of violating the NYSC act.According to Daily Trust, NYSC Director of Press and Public Relations, Eddy Megwa, admitted that the minister has been serving for the past eight months in the Federal Capital Territory (FCT).Mr megwa explained that it was a breach of the NYSC act for any corps member to pick up government appointment until the one year of service was over.He further explained that Mrs Musawa was originally mobilised in 2001 for the youth service to Ebonyi state where she did her orientation programme.She then relocated to Kaduna to continue the program before she absconded and didn’t complete the program.Reacting to the development, lawyer Abeny Mohammed said the action was a breach of the NYSC act which stipulates that no corps member should present themselves for employment without completing the service.“The situation we have at hand is that this person is still serving as a corper and she has been appointed a minister. It shows the inconsistency in our policies and disregard for our laws,” Mr Mohammed said.Also, Femi Falana said it was a violation of section 2 of the NYSC act for anyone to be an appointed minister while still serving.Mrs Musawa was recently appointed Minister of Arts and Culture by President Bola Tinubu. There has been no comment from her so far on the matter.Human Rights Writers Association of Nigeria (HURIWA), has decried the suitability and legality of appointing Hannatu Musawa, a serving National Youth Service Corps (NYSC) member as a minister by President Bola Tinubu.“Section 13 of the National Youths Service Corps Act stipulates that any Nigerian graduate below 30 who refuses to make himself/herself available for the compulsory one-year service has committed an offence “and liable on conviction to a fine of N4,OOO or to imprisonment for a term of two years or to both such fine and imprisonment,” HURIWA said.A statement by the National Coordinator, Comrade Emmanuel Onwubiko, noted that the Minister of Arts was actually a serving NYSC member somewhere in Wuse II, Abuja in the year 2023.It described the development as despicable particularly with what turned out to be a routine with the Godswill Akpabio-led Senate, in which Musawa was asked to “take a bow and go” without being asked any questions about her academic qualifications, including the controversy surrounding her NYSC certificate.HURIWA said that credible sources within the NYSC confirmed that Musawa, who is now a minister is actually a Youth Corps member.“The details of the NYSC posting of Hannatu Musawa are as follows: FC/23A/505 and Posted to Onyilokwu Onyilowa and company Suit number undisclosed purposely (paint house) old Banex Plaza,” it said.HURIWA noted that in 2020, the Ahmed Lawan-led 9th Senate rejected Musawa’s nomination by former President Muhammadu Buhari as the Commissioner representing the North West at the National Pension Commission (PENCOM), saying, “Her failure to submit her National Youth Service (NYSC) certificate was cited as reason for her rejection."
fraud,"August 25, 2023",Sokoto,"Twenty-three alleged Internet Fraudsters otherwise known as Yahoo Yahoo boys have been arrested by operatives of the Economic and Financial Crimes Commission  EFCC Sokoto Command in Bafarawa and Kwalkwalawa estates, in  Sokoto metropolis.Nigeriacrime.com learned that some of the items recovered from the suspects are: a Red Coralla sports car 2009, a White Corolla car 201phones different laptops, a
Generator, and 30 different phones.According to the public relations officer of the  Command Mr Khamilu  Mohammed, the intelligence-driven observations and close monitoring of the officials of the EFCC proved that the young men are living above their means without a genuine source of income.The intense Observation further led operatives of the anti graft Commission to swoop into action and arrest the 23 suspects while investigations to ascertain their individual and collective involvement in the act continued.He said the suspects would be charged to court as soon as the commission concluded its investigations.Sokoto state has since become the den of the Yahoo – Yahoo boys as no day will pass without hearing a case of advance bank fraud in which accounts of customers are being hacked and their deposits are withdrawn.Customers on the MTN network in the state are becoming very much concerned with the growing number of text messages asking them to apply for loans and job opportunities, update their bank accounts and ask customers for their BVN secret numbers.The suspects arrested are Joy Ofem, Azeez .O. Naimot,
Ibrahim Amadu, Aigbekan Daniel,
Adedayo Michael, Imran Mubaraq,
Oliyide Habeeblah, Wasiu Lukman Adekunle, Musa Abdulaziz,
Abdullahi Ibrahim and Adejoh Nebiu Muhammad.Others are Ibrahim Mubarak,
 Ahmed Ibrahim Abdullahi,
Abdullahi senusi Adejoh,
Umar Idris, Muhammad Nuhu, and
Faisal Ahmed.
Also on the list were, Aliyu Ismail,
Elijah Adebayo Abubakar Bashir
Sakariya Ibrahim Balogun Abdulayyan and Buni HusainiHe said items recovered from the suspects include a Red Coralla sports car 2009, a White Corolla car 2015,16 different laptops, a
Generator, 30 different phones and
2 MTN RSokoto"
fraud,"August 24, 2023",Ekiti,"Two men, Kunle Komolafe, 52, and 62-year-old Ademola Fagbule have been dragged before an Ado Ekiti Magistrate Court over alleged visa fraud.The accused men were charged by the Ekiti State Police Command.According to the police prosecutor, Inspector Elijah Adejare, the defendants committed the offence at Arolo Ekiti on January 20.He told the court on Thursday that “on January 20, in Aramoko-Ekiti, the defendants did obtain the sum of N250,000 from one Olorunfemi Komolafe on the pretext of processing visa documents which they failed to do.“The defendants committed the offence which is punishable under Section 329 (1) (b) of the Criminal Law of Ekiti State 2021,” he said.Counsel to the defendants, Adekunle Aladesuyi, urged the court to grant his client liberal terms, saying they would not jump bail.The Magistrate, Tomiwa Daramola, granted bail of N50,000 each with one surety in like sum to the defendants.The magistrate adjourned the case to September 8 for hearing.READ ALSO: 41 terrorists, Commanders killed in Boko Haram, ISWAP supremacy warIn another news, the Catholic Diocese of Minna, Niger State has announced the safe release of two Catholic Priests abducted by gunmen in Gyedna, Tafa local government area of the state on Wednesday, 2 August,2023Recall that the two abductees were whisked out of their parish residence in the night by the bandits who invaded their community three weeks ago.They include Rev Fr. Paul Sanogo who hails from Mali and brother Melchior Mahinini from Tanzania.This is contained in a letter signed by the Reverend Father Ben Nnadi, Vice Chancellor, Minna Diocese.The letter addressed to all Priests, Religious, and the Lay Faithful of the Catholic Diocese of Minna titled , ” Appreciation To God and All” expressed gratitude to God for answering prayers offered on behalf of the two Priests.The vice Chancellor on behalf of the Catholic Bishop of Minna, and his Auxiliary thanked the Faithfuls for their prayers and support rendered during the period.According to him, “on behalf of the Bishop, Most Rev Martins Igwe Uzoukwu and his Auxiliary Most Rev Slyvester Gopep, we wish to appreciate God for answered prayers.“I just want to officially inform you that Rev Fr Paul Sanogo and brother Melchior Mahinini are in safe hands and are doing well.”He further called for continued prayers for the safety of all Priests all over the world."
fraud,"August 22, 2023",Abuja,"An Abuja-based businessman, Stephen Akpa, has been re-arrested by personnel of the Economic and Financial Crimes Commission for alleged N500m fraud.This was made known through a post by the Media and Publicity arm of the anti-graft agency on its website.The statement revealed that Akpa was initially arrested on December 2, 2022, at his office located in the Idu area of Abuja following a petition accusing him of obtaining N500m under false pretences.Additionally, the suspect jumped the administrative bail granted him ahead of his planned arraignment on five counts.The commission said the suspect had since then been on the run as all efforts to arrest him proved abortive.The statement read, “Akpa was first arrested by the commission on December 2, 2022, at his office in the Idu axis of Abuja, following a petition alleging that he obtained the sum of N 500, 000, 000 under false pretence.READ ALSO: 23 Suspected Internet Fraudsters Arrested In Benue“He was to be arraigned on a five-count charge when he jumped the administrative bail offered by the commission.“All efforts to apprehend proved futile until August 9, 2023, when he was re-arrested.“He will soon be arraigned in court.”In a different development, a commander of the Benue State Livestock Guard in Tine-nune settlement, Ukum LGA of the state has been killed.There have been massive killings of defenseless villagers and security personnel in the area in the last two months by unknown gunmenAn eyewitness, who pleaded anonymity for fear of being attacked revealed that the deceased, whose name he gave as Jarule Likita, Commander of Benue State Livestock Guard (BSLG) Mbatan council ward, was confirmed dead after he was shot several times in the chest by his assailants.He stated that the yet-to-be identified gunmen attacked and killed on the spot the BSLG commander around 8:00pm on Sunday at Tine-nune settlement in Ukum LGA, adding that since then, residents have deserted the community for fear of more attacks.The source further revealed that the assassination of the victim, Mr Likita, marked the fifth killing of BNLG commanders in the area, expressing suspicion that there might be something behind this recurring killing of livestock guards which may only be known to members of the BNLG and the criminals.Efforts to confirm the killing from the Police Public Relations Officer, PPRO, of the Benue command, SP Sewuese Anene at the time of filing this report failed as she could not pick or return her calls."
fraud,"August 22, 2023",Benue,"No fewer than 23 suspected internet fraudsters have been arrested by men of the Makurdi Zonal Command of the Economic and Financial Crimes Commission (EFCC).In a statement on its Twitter page, the commission disclosed that the suspects were arrested in a sting operation in Makurdi, Benue State capital.They were identified as David Uvaa, Patrick Adakole, Cyprian Aloo, Michael Anaambe, Okti Clinton, Ibi Raphael, Anaambe George, Msaasha John, Oche Edache, Anaker Terpase, Tanko Japhet and Ayalgo Lorfa.Others include Success Terzungwe, Suursuter Isaiah, Lawani Peter, Paul Adewa, Jacob Paul, Ibi Shedrack, Iorkosu Michael, Shiedu Leonard, Terseer Mnenge, Ikyorna Raphael and Igba Ngutor.The anti-graft agency added that its operatives recovered different mobile phones and one Toyota Corolla car during the operation.It added that the suspects have made useful statements and will be charged to court as soon as the investigation is concluded.READ ALSO: Car dealer arrested over stolen vehicles in RiversMeanwhile, a 35-year-old electrician, Sunday Andrew has been arraigned in a Lugbe Grade 1 Area Court, Abuja, for allegedly stealing a plasma television and N18,000 cash.The police charged Andrew of Jedu, Airport Road Abuja, with criminal trespass, house breaking and theft.The prosecutor, Mr Stanley Nwaforaku told the court that the complainant, Mr Boniface Chinedu of Lugbe, Zone 8 Abuja, reported the case at the Trade More Police Station on Aug.17.Nwaforaku said that the defendant criminally trespassed into the complainant’s compound and broke into his house at Lugbe, Zone 8 without his consent.He said that the defendant stole the complainant’s plasma television, N18,000 cash, gas cylinders, chargers and some clothings.According to Nwaforaku, in the process of escaping with the stolen item, the defendant was caught and the stolen items were recovered from him.The prosecutor said that during police investigation, the defendant made a confessional statement, adding that the offence contravened Sections 348, 354 and 287 of the Penal Code.The Judge, Mr Aliyu Kagarko admitted the defendant to bail in the sum of N500,000 and a surety in like sum.He ordered that the surety must reside within the court’s jurisdiction.Kagarko adjourned the case until Aug. 25 for hearing."
fraud,"August 20, 2023",Lagos,"One of two Nigerian citizens residing in Canada, who allegedly defrauded the pandemic unemployment benefit programs in multiple states, made his initial appearance in U.S. District Court in Tacoma this afternoon at 2:00 PM. Sakiru Olanrewaju Ambali, 45, was arrested in February 2023, in Frankfurt, Germany, as he traveled back to Canada from Nigeria. Ambali had been detained in Germany pending extradition. He arrived in the Western District of Washington yesterday afternoon.Sakiru Ambali and codefendant Fatiu Ismaila Lawal, 45, are accused of using the stolen identities of thousands of Americans to submit over 1,700 claims for pandemic unemployment benefits to over 25 different states, including Washington State.According to the indictment, Lawal and Sakiru Ambali used the stolen personal information of thousands of U.S. taxpayers and residents to file fraudulent claims for COVID-19 pandemic assistance and false tax returns seeking refunds. In total, the claims sought approximately $25 million, but the conspirators obtained approximately $2.4 million, primarily from pandemic unemployment benefits.Read Also: Nigerian Man Impersonates FBI Agent, JailedThe co-conspirators allegedly submitted claims for pandemic unemployment benefits to more than 25 states including New York, Maryland, Michigan, Nevada, California, and Washington. Using 13 Google accounts they filed some 900 claims. The co-conspirators also allegedly established four internet domain names that they then used for fraud – creating some 800 different email addresses that were used for fraud.Lawal and Ambali allegedly filed over 2,300 fraudulent income tax returns seeking over $7.1 million in tax refunds. The IRS caught most of the fraud and paid only about $30,000 in fraudulent refunds.The co-conspirators also attempted to use the stolen American identities for Economic Injury Disaster Loans (EIDL) to defraud the Small Business Administration.According to the indictment, the co-conspirators had the proceeds of their fraud sent to cash cards or to “money mules” who transferred the funds according to instructions given by the co-conspirators. They also allegedly used stolen identities to open bank accounts and have the money deposited directly into those accounts for their use.Lawal and Ambali are charged with conspiracy to commit wire fraud, ten counts of wire fraud and six counts of aggravated identity theft.Lawal remains in Canada, pending extradition.The conspiracy and wire fraud counts are punishable by up to 30 years in prison. Aggravated identity theft is punishable by a mandatory minimum two years in prison to run consecutive to any other prison time imposed in the case.The charges contained in the indictment are only allegations. A person is presumed innocent unless and until he or she is proven guilty beyond a reasonable doubt in a court of law.The National Unemployment Fraud Task Force provided a lead on this case to the investigative team in Western Washington. The case was investigated by the FBI with assistance from U.S. Postal Inspection Service (USPIS) and the Department of Labor Office of Inspector General (DOL-OIG). Also contributing to the investigation were Washington State Employment Security Division (ESD), the Internal Revenue Service Criminal Investigation (IRS-CI), and the Small Business Administration (SBA).Read Also:FBI declares Nigerian man wanted for $30m fraudThe case is being prosecuted by Assistant United States Attorneys Cindy Chang and Seth Wilkinson of the Western District of Washington. DOJ’s Office of International Affairs is assisting.On May 17, 2021, the Attorney General established the COVID-19 Fraud Enforcement Task Force to marshal the resources of the Department of Justice in partnership with agencies across government to enhance efforts to combat and prevent pandemic-related fraud.The Task Force bolsters efforts to investigate and prosecute the most culpable domestic and international criminal actors and assists agencies tasked with administering relief programs to prevent fraud by augmenting and incorporating existing coordination mechanisms, identifying resources and techniques to uncover fraudulent actors and their schemes, and sharing and harnessing information and insights gained from prior enforcement efforts."
fraud,"August 19, 2023",Enugu,"No fewer than 28 suspected internet fraudsters have been nabbed in a sting operation by the Enugu Command of the Economic and Financial Crimes Commission (EFCC).This was made known by the EFCC spokesperson, Wilson Uwujaren on Friday in Abuja.According to Uwujaren, the suspects are Godwin Ogbonna; Bright Chidozie; Chukwuebuka Ugwu; Ifesi Isaac; Collins Nnachi; Micheal Nnamdi; Ikechukwu Anya; Nneji Onyebuchi; Nwali Chukwudi and Godwin Okwuchi Promise.Others are Chijioke Henry; Chinwetalu Harrison; Somadina James; Ejike Ezeoha; Seth Onodika; Akuh Stanley; Emmanuel Opara; Nonso Martin; Ugochukwu Ibeh and Ikenna Okonkwo; Kenechukwu Barry; Ibe Chisom; Felix Nwaeze; Daniel John; Somtochukwu Zadok; Ugochukwu Amoke and Chukwudi Charles.Uwujaren disclosed nine exotic cars, 44 mobile phones, seven personal computers and one international passport were recovered from the suspects.The agency spokesperson further said the suspects will be charged in court as soon as the investigations are concluded.READ ALSO: Emefiele: Human Rights Suit Against DSS Thrown OutIn another news, some traders at the Ogunpa Labaowo market in Agbokojo, Ibadan, the Oyo State capital, are currently counting their losses as a result of a fire outbreak that ravaged parts of the market on Friday.Goods worth millions of naira were destroyed by the inferno, which started in the early hours of Friday.Items worth millions of naira, such as concrete mixers, mattresses, and equipment for automobile repairs, were among the valuables gutted by the fire.One of the victims, Abdul-Jelil Oladimeji, who specialises in the repair of car shafts, lamented that he lost equipment worth several millions of naira.The chairman of the Ogunpa Labaowo Plant Mechanic Association, Azeez Ibrahim, alleged that the fire outbreak occurred as a result of a surge in power supply to the area.Ibrahim, who further stated that many concrete mixers and their engines had been destroyed by fire, appealed to the state government to come to their aid"
fraud,"August 15, 2023",Lagos,"A 46-year-old man, Tamuoibiten David, was on Tuesday dragged before a Surulere Chief Magistrates’ Court in Lagos State for allegedly obtaining N7.5 million under the pretext of supplying diesel to a client.The police in the state charged the defendant with conspiracy, obtaining money by false pretences and stealing but he pleaded not guilty to the charge.The Magistrate, Mrs O.O. Otitoju, granted the defendant bail in the sum of one million Naira with two sureties in like sum.She adjourned the case until Aug. 22 for mention.Earlier, the prosecutor, Insp Courage Ekhueorohan, told the court that the defendant and one other person at large committed the offences in March 2022 at No. 6 Obasholu Street, Surulere, Lagos State.Ekhueorohan alleged that the defendant fraudulently obtained N7.5 million from the complainant, Mr Stephen Nwagbala, on the pretext of supplying diesel to him.He said the defendant and his accomplice converted the money to their personal use and continued to give excuses for not supplying the diesel.The alleged offences contravene Sections 287, 314 and 411 of the Criminal Law of Lagos State, 2015.READ ALSO: Killings: Plateau Community Youths Demand An End To Open GrazingIn a different development, two persons died in the early hours of Tuesday in two crashes along the Lagos-Ibadan highway.The Federal Road Safety Corps (FRSC) said one of the crashes occurred at 12 midnight, around Heyden Petrol Station, involving two male adults.“Unfortunately, one person was recorded dead from the crash and the second person unhurt,” the FRSC spokesperson in Ogun, Florence Okpe, said.Okpe said the vehicle involved was unidentified, stating that “it was a case of hit-and-run. The corpse was deposited at Idera morgue Sagamu.”The second road crash, Okpe, said, occurred at about 04:25 am, around Tollgate on the Sagamu-Abeokuta route.Okpe disclosed that the Mack tipper truck (JBD483ZY) involved was speeding, which led to a loss of control.“The suspected cause of the lone crash was speed, which led to a loss of control, and the vehicle crashed.“Two male adults were involved. One was killed and the other unhurt. The corpse was deposited at Idera morgue, Sagamu,” Okpe explained."
fraud,"August 11, 2023",Benue,"The Economic and Financial Crimes Commission (EFCC) has arrested 14 suspected fraudsters in Makurdi, the Benue State capital.This was made known by the spokesperson of EFCC, Wilson Uwujaren, in a statement he signed in Abuja on Friday.The commission’s spokesperson identified the suspects as Solomon Oloche, Aselo Wisdom, Innocent Ochola, Simon Jeff, Akula Kelvin, Innocent Raphael, Emmanuel Okanche, Atoo Michael, Ochayi Nelson, Ngutor Paul, Francis Chikodirie, Michael Tyobe, Samuel Okanche, and Patience Tseaa.Uwujaren further disclosed that the commission’s operatives arrested the suspects were arrested after a series of surveillance based on intelligence on their alleged criminal activities within the state.“Items recovered from them include a Toyota Camry car, 14 iPhones, 11 Android phones, 6 laptop computers, different ATM cards, a flash drive, MTN router, Tus bike and several incriminating documents.READ ALSO: Kano Police Arrest Three Suspected Cocaine Traffickers“The suspects have made useful statements and will be charged to court as soon as the investigation is concluded,” he said.Meanwhile, the Nigerian Army says troops of Joint Task Force, North East Operation HADIN KAI (OPHK), have laid an ambush on suspected Boko Haram Terrorists (BHT) Crossing Point along Kuka in Konduga LGA of Borno State, neutralized two of them, while others fled in disarray.Brigadier General Onyema Nwachukwu, Director Army Public Relations, in a statement, said the gallant troops recovered 63 rounds of 12.7mm ammunition, one Improvised Explosive Device (IED) shell, among others.He further said that due to the aggressive operations of troops against BHT enclaves, a notorious terrorist surrendered to troops of 222 Battalion at Geizuwa in Konduga LGA.He said Items recovered from the suspect include one AK-47 rifle, one magazine and 26 rounds of 7.62mm Special ammunition, adding that the suspect is currently undergoing profiling for further necessary action.The statement added that the Chief of Army Staff, Lieutenant General Taoreed Lagbaja lauded the troops’ high level of alertness and fighting spirit, urging them to sustain the momentum and ensure that remnants of terrorists and bandits in their areas of responsibility were completely cleared."
fraud,"August 10, 2023",Kano,"The National and State House of Assembly Elections Petition Tribunal Sitting in Kano State has sacked Muktar Umar Yarima, member of the House of Representatives, representing Tarauni Federal Constituency over a certificate forgery.Yerima is a member of the House of Representatives under the platform of the New Nigeria Peoples Party (NNPP).Mr. Yarima was declared winner in the February 25 election, defeating Hafizu Kawu of All Progressives Congress (APC).The tribunal’s three-man panel led by Justice I.P. Chima held that Yerima was not qualified having forged his primary school certificate that was submitted to the Independent National Electoral Commission (INEC).According to the tribunal, the case of the Petitioner, Kawu of the APC challenging Yerima’s emergence succeeded having proven a case of forgery against the NNPP candidate.The tribunal, therefore, held that the NNPP had no candidate in the election and all the votes that were cast for Yerima were wasted votes.The tribunal had held that Yerima’s defence that he had a change of name in 2022 did not hold water, having been using three (Umar Mukhtar Zakari) names on his international passports since 2009, while his primary school certificate still bears Umar Mukhtar.READ ALSO: 20-year-old man defiled minor in Ogun StateIt also held that the said primary school, Hausawa Primary School, has disowned the certificate tendered by the sacked lawmaker.It thereafter directed INEC to withdraw the Certificate of Return earlier issued to Yerima.Meanwhile, an Upper Customary Court in Kafanchan, Kaduna State, has sentenced a 30-year-old man, Bege Mato, to six months in a correctional facility for cheating.The defendant, who resides within the Kamuru axis of Kaduna, was charged with criminal breach of trust and cheating.The Police Prosecutor, Insp Esther Bishen, told the court that the complainant, Julius Jonah, reported the matter at the Kafanchan Divisional Police station on July 25.Bishen told the court that the complainant, who resides at Bakin Kogi, allegedly paid the defendant with N795, 000, to supply him with ginger.The prosecutor alleged that while the defendant only supplied N535,000 worth of ginger, he converted the remaining N260,000 to his personal use.Bishen said the offences contravened sections 296 and 306 of the Kaduna State Penal Code Law.The defendant, who pleaded guilty of the charges begged the court for leniency.The presiding Judge, George Gwani, accordingly sentenced the defendant to three months in prison.He, however, gave the convict an option of fine to pay N15, 000 for the first count.Gwani, who further sentenced the convict to six months in prison on the second count, however, gave him the option to pay a fine of N25,000.According to the judge, both sentences are to run concurrently.The judge made an order, asking the convict to pay the complainant a compensation of N260,000"
fraud,"August 6, 2023",Kwara,"A Chief Magistrate Court has remanded two suspects at the Federal Correctional Centre, Ilorin for allegedly conspiring to defraud Alhaji Kamoru Ibitoye Yusuf, owner of Kam Steel Nigeria Limited for $400,000.Nigeriacrime.com gathered that the two suspects, Esther Shehu and David Kpanaki were dragged to court on a three-count charge of criminal conspiracy, cheating, screening an offender and obstruction.The offences contravened sections 97, 322, 167 and 148 of the penal code law and 1(3) of advance fee fraud/other related Offences Act cap A6.The Steel magnate had earlier written a petition to the Deputy Registrar of the magistrate court, Ilọrin vires a Direct Complaint on July 18, 2023, through his Counsel, Tofa Ahmed & Co Solicitors & Advocates.According to the Police First Information Report (FIR), made available one Ibrahim Tenimu Shehu and Jemima Monosoko Shehu, now at large conspired with Kpanaki who identified himself as the Director of Paz Oil, an alleged “fictitious company”, to fraudulently sell a vessel MT ORYX TRADER as MT REMOS to the petitioner.“You dishonestly presented (that) the vessel (was) free and not subject to any administrative detention, knowing fully well that it is a subject of a court order.“You also used a 16-year-old- daughter of one of you, Jemima Monosoko, as Executive Director and an in-law of a suspect as another Director to fraudulently sell the vessel to the petitioner”.“On the account of fraudulent presentation by Tenimu and Jemima, you, Kpanaki made the petitioner to spend $400,000 in addition to the purchase price of the vessel and you all absconded”, the FIR submitted.The charge sheet further added that when the suspects were later tracked by a team of Police operatives to Abuja for possible arrest, the second accused, Esther Shehu, obstructed the officers.“You dishonesty called your accomplice who claimed to be the DPO of the jurisdiction who deceitfully spoke to the operatives to leave the premises, that the suspect Tenimu Shehu Ibrahim (at large), would meet them at the police station by noon but rather with help of Kpanaki, whisked him out in a Blue Tinted Toyota Corolla to an unknown destination”, the sheet added.Prosecutor, Nasir Yusuf, in his submission, told the court that Esther and Kpanaki confessed to the allegation during the investigation at the police headquarters, Ilọrin.He therefore urged the court to remand them to enable the police to conclude their investigations.But Counsel to the defendants, Abdulkareem M. objected to the prayers of the prosecutor.In his ruling, the trial magistrate, Ibrahim Muhammed, said he lacked jurisdiction over some of the allegations.He, however, ordered their remand and adjourned the case to August 31, 2023."
fraud,"August 4, 2023",Delta,"Justice Onome Marshal-Umukoro of the Delta State High Court Ughelli South Local Government Area of the state has jailed one John Adjeke Akpoghene, a staff of the Delta State House of Assembly.It was gathered that the court sentenced the accused to two years imprisonment over N14.5 million salary fraud.Akpoghene was charged to court by the Independent Corrupt Practices and Other Related Offences Commission (ICPC) in a one-count charge.Justice Marshall-Umokoro, in his ruling, sentenced him to two years imprisonment. He was also given the option of paying a fine of N500,000.The judge further ruled that the convict continues to make the necessary monthly refunds to the House of Assembly Service Commission.Earlier, the Counsel to ICPC, Mrs S. Chibuzor, alleged that the convict fraudulently received the total sum of N14,525,550 as double salary over a period of four years from the state assembly and the local government council.READ ALSO: Lagos Hospital Where Diaso Died Failed To Maintain Their Facilities – Delta GovChibuzor told the court that the convict committed the offence while working as a state civil servant and a supervisory councillor with Ughelli South Local Government Area simultaneously.In his defence, Akpoghene argued that he was unaware that it was a crime to have two government jobs and receive salaries from both at the same time.In another development, a yet-to-be-identified man was reportedly killed in a clash between two suspected rival cult gangs on Tuesday in the Ire Akari Estate of Isolo, Lagos State.According to a source, trouble started in the area when some people suspected to be members of the Eiye confraternity were forcefully taking an unknown resident and the deceased intervened.The source said the intervention did not go down well with the gang members who reportedly shot the deceased.The suspects also smashed their victim’s head with a stone.“The incident happened on Tuesday night, a few minutes before midnight. I heard that some people came to the area to carry someone who was already inside the vehicle when the victim started questioning them to know why and where they were taking the person to.“The clash between rival cults in this area is not unusual. A similar incident had occurred in the community two months before Tuesday’s incident. This is not the first time these cult people are fighting; they have fought before and killed somebody,” the source said.night until daybreak. No suspect has been arrested for now,” Nurudeen simply said."
